-0.18008	-0.10627	-0.065547	0.025692	-0.063768	-0.047619	0.20915	0.24149	-0.065483	-0.077699	-0.17485	-0.0048529	0.27363	0.11347	0.11185	-0.18647	0.19877	0.13952	-0.014596	0.20642	-0.088618	-0.06983	-0.29049	0.10992	0.30773	0.45115	-0.098218	-0.00523	0.25487	0.056349	0.52681	0.28522	-0.17025	-0.020668	-0.089713	0.079432
-0.020777	-0.064422	-0.15054	0.062036	-0.11989	-0.068844	0.081987	0.12381	-0.11953	-0.0097667	-0.2479	0.12809	0.09104	-0.0084728	-0.26429	-0.12818	0.098794	-0.037878	-0.09363	0.18758	0.059321	-0.086325	0.2658	0.011673	0.34196	0.076912	-0.15506	0.12688	0.33789	1.1871	0.37048	0.23249	-0.20605	0.0084365	-0.11752	0.11493
-0.16374	0.24188	-0.13633	0.27787	-0.17777	0.18824	0.071424	0.23002	-0.1445	0.25777	-0.24263	0.31723	0.11679	0.20421	-0.62722	0.028207	0.042249	0.1756	-0.22262	0.2987	-0.096543	0.13581	-0.0072377	0.0025111	0.16729	0.29026	-0.19145	0.30402	0.18193	0.46876	0.26589	0.34321	-0.12933	0.18929	-0.080711	0.29972
-0.020255	0.020579	-0.1258	0.084505	-0.16879	0.14019	-0.033524	0.028584	-0.17022	0.1438	0.0040937	0.1393	0.059171	0.014534	-0.49377	-0.073619	-0.026407	0.093726	-0.12063	0.003362	-0.11068	0.13391	0.14041	-0.090531	0.079461	0.14802	0.15869	0.023976	0.11417	-0.56559	0.15809	0.029152	-0.074808	0.10922	0.00081028	0.065352
-0.026939	0.20861	-0.25961	0.13882	-0.34766	0.18165	-0.084371	-0.0013878	-0.3664	0.23696	0.42339	0.16441	-0.15558	0.1074	-0.99181	-0.82276	-0.17661	0.02986	0.6146	0.2812	-0.14761	0.064272	-0.1474	0.1401	-0.13605	-0.1375	-0.19431	-0.044246	-0.21192	-0.28351	-0.11312	0.17015	-0.2756	0.17185	0.047658	0.052193
-0.14301	-0.17597	-0.22945	-0.1701	-0.38678	-0.078274	-0.35478	-0.3828	-0.34175	-0.071389	-0.53796	-0.63897	-0.26806	-0.19769	-0.039685	-0.028833	-0.23344	-0.32177	-0.62625	-0.41631	-0.070209	-0.13992	-0.09322	-0.13776	-0.10033	-0.53477	0.16015	-0.12909	-0.36709	-0.01725	-0.20261	-0.31657	-0.31874	-0.18284	-1.1491	-0.43557
-0.088284	0.062634	-0.20837	0.13532	-0.42269	0.30141	-0.29816	-0.045791	-0.39178	0.1924	-0.10648	0.42255	-0.33973	0.17051	-0.30497	-0.081395	-0.32863	0.028464	-0.63307	0.32292	-0.20744	0.064946	-0.25017	0.11556	-0.11378	-0.10973	0.045016	-0.049725	-0.59264	-0.10812	-0.30438	-0.026737	-0.30521	0.13699	-0.78641	0.022116
-0.054786	0.19275	0.048868	0.073819	0.1435	-0.10827	0.083731	0.22895	0.1726	-0.075047	-0.017449	0.26254	0.17788	0.075866	0.17661	0.37863	0.086978	-0.0048785	-0.073615	0.17798	-0.0097496	-0.0037151	-0.14545	0.19359	0.28211	0.078956	-0.055107	0.4046	-0.088866	0.015256	0.42875	0.19168	-0.022262	0.059188	0.011005	0.11201
-0.05639	0.12851	0.04031	0.030439	0.059506	-0.021488	0.035593	0.10232	0.1132	0.019279	-0.15015	0.20045	0.14581	0.042689	0.090107	-0.086901	0.015721	-0.09251	-0.086543	0.11892	0.0080372	0.1092	0.11178	-0.083003	0.18537	-0.16242	-0.17477	0.3843	0.86066	-0.35162	0.021064	0.06687	-0.040987	0.062806	-0.080323	0.14488
0.0023011	0.15941	0.050234	0.1837	0.076004	0.12953	0.074699	0.2143	0.10054	0.20404	-0.0297	0.27576	0.15153	0.15808	0.26383	0.30648	0.093795	0.1511	-0.061839	0.27989	-0.042285	0.14349	-0.16677	0.17434	0.15754	0.16027	-0.015026	0.13759	0.14766	1.0345	0.12459	0.18949	0.067938	0.15506	-0.013966	0.27848
0.11197	-0.079001	0.020307	0.045819	0.008853	0.083394	0.1148	0.00075127	-0.037275	0.0905	0.088281	0.19471	0.074271	0.0078443	-0.22625	-0.37048	0.079942	-0.011843	0.028055	0.16883	0.0094633	0.03182	-0.05904	0.028849	0.13611	0.12936	0.001457	-0.03059	0.18274	0.28444	0.01692	0.05244	0.030472	0.017057	0.0642	0.21227
0.13023	0.10153	0.012051	0.15144	-0.0080941	0.1639	0.15021	0.072134	-0.052615	0.15088	0.25744	0.092842	-0.0045087	0.09036	0.20028	0.026365	-0.00010834	0.10502	-0.10616	-0.14473	-0.038643	0.18048	-0.033195	0.11472	0.052678	0.05437	0.063014	-0.12962	0.13606	0.2445	0.16214	0.16345	0.016257	0.13075	0.2692	0.27447
0.059702	-0.18986	0.075246	-0.14532	-0.04089	-0.075318	0.01881	-0.32679	0.012846	-0.081034	-0.38539	-0.004266	-0.046349	-0.23561	-0.81907	-0.23387	-0.063889	-0.237	1.0314	-0.11413	0.065348	-0.07852	0.20964	0.0018369	0.020333	-0.39715	-0.11396	-0.23554	-0.25376	-0.076644	-0.36214	-0.29372	0.064144	-0.17627	0.67352	-0.31486
0.14089	0.22466	0.045841	0.24394	-0.092881	0.28115	-0.18313	0.082122	0.048911	0.32244	-0.38428	0.022341	-0.029701	0.20341	-0.65168	0.69871	-0.21357	0.0063256	-1.2111	-0.0094037	0.10342	0.22552	-0.022687	0.23856	0.11695	-0.070393	0.50031	0.34526	-0.43793	0.3608	-0.16567	-0.050747	0.04473	0.19915	-0.51806	0.32968
-0.25002	0.1938	0.11358	0.24505	0.25809	-0.0055846	-0.23589	0.32338	0.38519	0.14409	0.16508	0.558	0.1208	0.15467	-0.14661	0.3235	-0.087539	0.021856	-0.11897	0.39985	0.23197	0.10436	0.20689	0.41079	0.062537	-0.068406	0.067706	0.54563	0.26345	0.32701	0.31095	0.092571	0.030357	0.23178	0.065143	0.39283
-0.026693	0.13313	0.082019	-0.0015001	0.20204	-0.026698	-0.037413	0.032966	0.25885	-0.080539	0.12091	0.25726	0.077224	-0.061631	0.067694	0.19927	-0.050237	-0.1458	-0.057529	0.090093	0.095534	0.037116	0.11518	0.023015	0.015966	-0.16836	0.39489	0.4866	0.7586	1.1188	0.066273	0.036672	0.072721	0.020422	0.011046	0.094608
0.23263	0.00030863	0.12894	0.10116	0.25318	0.16265	0.22702	0.1022	0.14059	0.089692	0.0010483	-0.016873	0.12178	0.06414	0.51765	0.26385	0.20203	0.2029	0.093232	0.20317	0.10581	0.10879	0.11747	0.014053	-0.018381	0.41829	-0.15144	-0.25831	-0.38801	0.076457	0.1523	0.23932	0.22544	0.074882	0.09852	0.056056
0.10153	-0.034954	0.17278	-0.092111	0.17871	-0.010229	0.2729	-0.025487	0.13788	-0.036808	0.15813	-0.0098175	0.15321	-0.017749	0.50194	0.12811	0.17513	0.038505	0.067261	-0.039807	0.03777	-0.0046066	0.086499	-0.081919	0.066333	0.12739	0.1237	-0.073433	-0.87921	-0.13136	0.083712	0.083599	0.22132	-0.081026	0.13783	-0.07272
0.061422	0.085939	0.044382	0.027395	0.060019	0.12784	0.078358	0.072561	-0.014991	0.08546	0.27845	0.17204	0.012676	0.023405	0.22207	0.069439	0.017605	0.09629	0.048779	0.1262	-0.0052192	0.070463	0.018315	0.021693	-0.1213	-0.018983	0.035052	0.42136	-0.40887	0.035524	-0.10462	-0.02291	0.1005	0.05932	0.088961	0.12034
0.022141	-0.19917	0.021061	-0.25831	0.022609	-0.2163	0.086613	-0.35471	0.020875	-0.17981	1.2879	0.29272	-0.067738	-0.25626	0.19524	-0.18943	-0.038849	-0.24385	0.20954	-0.68804	0.082399	-0.21451	-0.014049	-0.18651	0.075528	-0.25414	0.40911	-0.60974	0.45792	-0.33245	-0.17877	-0.27822	0.10113	-0.29659	0.38149	-0.19199
0.033016	0.12393	0.082132	0.24106	-0.040845	0.14112	-0.1127	0.095829	0.16888	0.18073	-0.64619	0.62414	-0.10015	0.22614	-0.76045	0.21777	-0.22873	0.10263	1.1959	0.31215	0.066823	0.17464	0.046261	0.19225	0.01373	-0.16408	-0.27796	0.6773	-0.13396	0.23338	-0.27128	-0.077925	0.0094598	0.16075	0.87763	-0.27409
-0.041811	0.064882	-0.10385	0.22437	0.036674	0.059608	-0.45222	0.10193	0.23551	0.12283	0.033257	0.49591	-0.16625	0.14823	-0.33988	0.10082	-0.32228	-0.05717	-0.27981	0.13275	0.049183	0.050177	0.0098772	0.15251	0.18355	-0.21134	0.052857	0.6044	-1.0547	-0.056927	-0.054774	-0.14077	-0.14368	0.22464	-0.14963	0.31624
-0.086377	-0.059857	-0.07	-0.13978	0.046297	-0.10864	-0.13509	-0.099773	0.018064	-0.1124	-0.14984	-0.1382	-0.14334	-0.10503	0.072938	-0.11374	-0.0503	-0.023364	-0.14491	-0.12091	-0.033332	-0.027108	0.096768	-0.17243	-0.19574	0.18235	-0.28591	-0.33996	-0.5834	-0.763	-0.11064	0.0086499	-0.093935	-0.10396	-0.15405	-0.1219
0.12379	-0.044756	-0.015843	-0.026806	0.12477	0.027506	0.059756	0.03337	-0.047411	-0.008431	-0.075896	-0.32111	-0.058578	-0.02807	0.4736	0.25407	0.082702	0.065772	-0.12773	-0.068609	-0.14352	-0.0068816	-0.12059	-0.13053	-0.085518	0.023274	-0.046096	-0.48312	0.022924	-0.51585	0.019041	0.22235	0.023853	-0.010066	-0.11595	-0.1112
0.053671	-0.037673	-0.056251	-0.12109	0.021899	-0.0096816	0.047771	-0.065666	-0.051605	-0.10684	0.088409	-0.31268	-0.031211	-0.069808	0.73275	-0.037001	0.016381	0.014449	-0.071824	-0.26039	-0.066834	-0.089358	0.0043876	-0.05262	-0.18909	0.23454	0.28279	-0.29415	0.30589	-0.80776	-0.2567	0.068524	0.037212	-0.10671	-0.12887	-0.15197
-0.022281	0.033565	-0.02287	0.053585	0.012042	0.089331	0.031056	0.051964	0.018622	0.09675	0.37557	0.19102	-0.060613	0.022389	0.29147	0.055527	-0.030427	0.092868	-0.30083	-0.056056	-0.063494	0.12332	-0.10372	0.052237	-0.24056	0.2413	-0.18323	0.043667	0.87849	0.44548	-0.15337	0.15998	0.067875	0.096171	-0.094227	0.2229
-0.050093	-0.38361	-0.01842	-0.47464	-0.055385	-0.25952	0.17412	-0.40341	-0.053408	-0.40481	0.39968	-1.1688	-0.091869	-0.36822	0.62329	-0.36838	0.18623	-0.24684	0.34321	-0.68908	0.017167	-0.38583	0.010714	-0.37942	-0.084172	-0.23824	-0.074424	-0.47623	-0.083516	-0.81716	-0.33371	-0.14626	0.052323	-0.42507	0.22354	-0.5526
0.09504	-0.10351	0.082233	-0.078505	0.040635	0.024816	0.13699	-0.014368	-0.050139	-0.071881	-0.91706	-0.77145	0.036436	0.032063	0.1827	0.16927	0.024005	0.10991	0.57772	-0.34848	-0.072823	-0.05855	-0.16468	-0.031606	-0.14968	0.16774	0.052323	-0.30146	-0.07219	-0.083464	-0.15883	0.028633	0.086683	-0.066352	0.65897	0.079026
