0.0017825	0.0015424	0.00028157
0.0015384	0.0011612	0.00029389
0.0024637	0.0018425	0.00019836
0.0015547	0.0012131	0.00045302
0.001648	0.0016351	0.00038051
0.0014499	0.0011797	0.00057056
0.0016923	0.0015038	0.00030232
0.0017238	0.0011825	0.00049552
0.0015746	0.0013483	0.00036092
0.001375	0.0011437	0.00034804
0.001659	0.0014365	0.00029915
0.0015362	0.0013288	0.00037584
0.0029461	0.0019426	0.00022666
0.0014372	0.0010677	0.00047661
0.0019194	0.0016122	0.00029633
0.0038745	0.0025961	0.00024677
0.0017502	0.0014498	0.00025309
0.0014771	0.0011493	0.00029733
