0.99126	0.062787	-0.11602
-0.068346	0.99667	-0.044571
0.11284	0.052111	0.99225
0.98826	0.061095	-0.14003
-0.069708	0.99591	-0.057445
0.13595	0.066532	0.98848
0.98173	0.056607	-0.18165
-0.072435	0.99402	-0.081715
0.17593	0.09338	0.97996
0.98513	0.057744	-0.16179
-0.069323	0.99535	-0.066857
0.15718	0.077079	0.98456
0.99294	0.10672	-0.051743
-0.11398	0.97924	-0.16762
0.03278	0.17234	0.98449
0.98952	0.095051	-0.10872
-0.1154	0.97307	-0.19955
0.08683	0.21	0.97384
0.98495	-0.16531	-0.050427
0.15021	0.96311	-0.22328
0.085476	0.21234	0.97345
0.98503	-0.16515	-0.049412
0.15028	0.96311	-0.22322
0.084454	0.21245	0.97352
0.9575	-0.20473	-0.20316
0.13286	0.93827	-0.31938
0.256	0.27882	0.92559
0.9451	0.29005	-0.15051
-0.23657	0.92505	0.29718
0.22543	-0.24526	0.94288
0.9452	0.2905	-0.14899
-0.23699	0.92439	0.2989
0.22456	-0.24721	0.94258
0.96081	0.06165	0.27027
-0.15754	0.92365	0.34937
-0.2281	-0.37825	0.89716
0.94457	0.12365	0.30413
-0.2061	0.94441	0.25615
-0.25555	-0.30464	0.91755
0.94253	0.12122	0.31137
-0.20695	0.94339	0.2592
-0.26233	-0.30874	0.91426
0.95964	-0.073664	0.27142
-0.0072523	0.95829	0.28572
-0.28115	-0.27615	0.91907
0.972	-0.041736	0.23124
-0.027703	0.95688	0.28915
-0.23334	-0.28746	0.92893
0.96935	-0.045502	0.24145
-0.024361	0.96006	0.27873
-0.24449	-0.27607	0.92952
0.9959	0.027308	0.086275
-0.050077	0.96041	0.27406
-0.075375	-0.27726	0.95784
