0.16039	-0.00038769	0.17125	0.19472	-0.010231	-0.39794	0.20536	-0.30323	0.077331	-0.52671	0.40167	-0.13908	0.72344	0.2716	0.22699	0.12812	0.42777	-0.24616	0.46097	-0.068192	0.020598	0.21403	0.3946	0.012891	-0.23787	-0.25033	-0.013921	-0.33903	-0.15954	-0.15201	0.24109	-0.32246	0.00083589	-0.42281	0.19439	0.0091464	0.33307	0.035648	0.2904	0.14283
0.067053	-0.076013	0.007483	0.062744	-0.081147	-0.38818	0.097299	-0.33029	-0.024861	-0.47459	0.17914	-0.18554	0.22179	0.017276	0.074272	-0.0176	0.14452	-0.30441	0.23126	-0.1356	-0.035347	0.061235	0.17239	-0.065114	-0.24838	-0.26242	-0.18176	-0.38393	-0.056678	-0.19437	0.051289	-0.32108	-0.037168	-0.31492	0.10799	-0.054976	0.2235	0.020684	0.027361	-0.024806
0.092738	0.0040694	-0.012928	0.041874	-0.051398	-0.20813	0.016279	-0.18673	-0.045364	-0.24364	0.026007	-0.1264	-0.17096	-0.042023	-0.011456	-0.036009	0.019588	-0.29741	0.19275	-0.11521	-0.022471	0.054817	0.13878	-0.018404	-0.19049	-0.24337	-0.28655	-0.21739	-0.051687	-0.20271	-0.064215	-0.19946	-0.032124	-0.28007	0.10637	0.046869	0.22898	-0.1314	0.15536	-0.11741
0.034687	0.22706	-0.0027643	0.2846	-0.016938	0.034211	-0.0043565	0.064459	-0.1131	-0.08775	0.0074771	0.077805	-0.42041	0.12065	-0.007606	0.22977	-0.065974	-0.029497	0.13526	0.11795	0.050666	0.18679	0.15629	0.096864	0.010689	0.0059928	-0.29963	0.083367	-0.044916	-0.022454	-0.032621	0.022254	0.044585	-0.039672	0.16648	0.30281	0.066131	0.043793	0.0046898	0.0633
0.09171	0.19392	0.070846	0.25744	-0.0012476	0.030469	-0.096143	0.087764	-0.095829	-0.096252	-0.11389	0.033856	-0.72726	0.069236	-0.026572	0.13656	-0.093561	-0.022388	0.15856	0.07221	0.11211	0.030488	0.16894	0.12445	0.18973	-0.078067	-0.36208	0.13063	0.0012759	-0.076499	-0.08723	0.021283	-0.0018213	-0.070056	0.23971	0.24782	0.098826	0.033826	0.037279	0.070948
-0.64734	-0.26659	0.15114	-0.023932	-0.05267	-0.16016	-0.037596	-0.044379	-0.1208	-0.2513	-0.12669	-0.14856	-1.0438	-0.035434	-0.054399	-0.024435	-0.12512	-0.21638	0.17772	-0.086495	0.10189	-0.27496	-0.50743	0.16225	0.4461	-0.25134	-1.0525	-1.7225	0.067456	-0.38332	0.034971	0.17814	0.025612	-0.23658	0.28906	0.017829	0.16275	-0.16687	0.0042476	-0.16721
0.10644	0.078488	0.04373	0.14567	0.044553	-0.16151	0.12487	-0.1974	0.020811	-0.21074	0.19649	-0.045291	0.42876	0.31842	0.07881	0.089618	0.20257	-0.095701	0.13938	0.028544	-0.036349	0.13853	0.15897	0.10856	-0.51212	-0.10408	0.034766	-0.17562	-0.12243	-0.023858	0.066664	-0.21872	0.0076429	-0.22456	0.073046	0.10626	0.097993	0.11412	0.031214	0.28926
0.048265	-0.0096137	-0.076106	-0.097254	-0.04902	-0.21374	-0.021387	-0.19288	-0.13583	-0.21963	0.045756	-0.17182	-0.015333	0.062939	-0.031475	-0.10357	-0.0074849	-0.20732	-0.022213	-0.060422	-0.12607	0.01114	0.10085	-0.074088	-0.53955	-0.18221	-0.1636	-0.20483	-0.13537	-0.098174	-0.046579	-0.2428	-0.10269	-0.28301	-0.070277	0.0099876	-0.049292	0.0032554	-0.14416	0.091818
0.035421	0.065701	-0.10836	0.017421	-0.01937	-0.11874	-0.041347	-0.084264	-0.048603	-0.01928	-0.073935	-0.099696	-0.31188	0.038392	-0.13053	-0.010827	-0.10865	-0.14791	-0.086817	-0.022642	-0.07645	0.014457	0.046155	0.007695	3.2217	3.4458	-0.16765	-0.0742	-0.065811	-0.072127	-0.10867	-0.11032	-0.12183	-0.16352	-0.033252	0.050773	-0.082118	-0.030475	-0.0019502	0.023863
0.11773	0.19311	-0.080112	0.1961	0.0011085	0.043162	-0.083742	0.13587	-0.051555	0.058798	-0.037245	0.16937	-0.50307	0.19226	-0.073178	0.15981	-0.10594	0.005784	0.015205	0.17917	-0.016116	0.20184	0.066124	0.17957	-0.1796	0.13211	-0.17387	0.14837	-0.031884	0.10111	-0.063043	0.16353	0.0041611	0.025721	0.070991	0.27894	-0.0079559	0.11699	0.030472	0.11553
0.13433	0.16767	-0.019527	0.11376	0.010454	0.029736	-0.054684	0.072878	-0.02067	0.025587	-0.1137	0.030403	-0.77811	0.15627	-0.036364	0.09325	-0.14676	-0.018936	-0.39721	-1.0733	-0.034811	0.023654	0.070685	0.10752	0.0688	-0.0022761	-0.21039	0.14265	0.049264	0.014723	-0.025301	0.079322	-0.02784	-0.024919	0.15707	0.25264	0.029275	0.0095162	0.024474	0.010799
0.16735	-0.00097326	0.11595	-0.08731	0.004879	-0.10649	-0.022998	-0.01237	-0.11407	-0.18194	-0.12052	-0.12538	-1.0657	0.026967	-0.073482	-0.10288	1.3392	1.5742	0.023238	-0.11751	0.037731	-0.26303	0.097417	-0.098345	0.22288	-0.2676	3.975	2.0604	0.019098	-0.22457	-0.054211	-0.050036	0.050894	-0.13746	-2.8665	-3.6915	0.039602	-0.29757	-0.00825	-0.20105
0.092249	0.082025	-0.047696	0.090463	0.023896	-0.022981	0.072255	-0.091999	0.031129	-0.041559	0.15924	-0.042081	0.24735	0.31871	0.027258	0.106	0.092483	0.017741	-0.075626	0.089984	-0.0749	0.20139	0.024455	0.15417	-0.73471	-0.037286	0.041346	-0.19326	-0.038196	0.0060258	0.076132	-0.17385	-0.048712	-0.12658	-0.054703	0.026985	-0.021644	0.2487	0.029693	0.22933
0.072423	0.019111	-0.064357	-0.11935	0.051647	-0.15942	-0.0022198	-0.10743	-0.034829	-0.055862	-0.0034626	-0.12052	-0.086066	0.077812	0.016435	-0.099145	-0.057327	-0.11163	-0.15669	0.016243	-0.11119	-0.045988	-0.027149	-0.077715	-0.67408	-0.033628	0.017475	-0.18196	-0.0099915	-0.074886	-0.053877	-0.12025	-0.11088	-0.19483	-0.092332	-0.0011197	-0.13194	-0.0062435	-0.13801	-0.07618
0.049305	0.088864	-0.1169	-0.016006	0.017433	-0.045526	-0.037513	-0.0060935	-0.030927	0.088136	-0.069077	-0.030134	-0.29783	0.067129	-0.067194	-0.030435	-0.17492	-0.033043	-0.1846	0.034018	-0.072915	0.023505	-0.023306	0.021355	-0.5504	0.053509	-0.056589	-0.088191	-0.064895	0.048401	-0.0246	0.0099255	-0.12236	-0.079856	-0.037967	0.10164	-0.073186	0.0040395	0.081474	-0.060674
0.068636	0.22926	-0.03312	0.1457	-0.0059351	0.16825	-0.086289	0.20543	-0.0056819	0.15154	-0.11604	0.19354	-0.53731	0.24458	-0.077699	0.17313	-0.19371	0.0662	-0.10481	0.1785	-0.075116	0.18634	-0.012454	0.17223	-0.37912	0.21901	-0.074047	0.18726	-0.019606	0.17262	-0.0071671	0.17291	-0.05536	0.09626	0.034736	0.33584	-0.12419	0.08953	-0.016572	0.075244
0.16513	0.19085	-0.0037542	0.030001	0.015573	0.11386	-0.029965	0.2149	-0.025806	0.14665	-0.097289	0.074514	-0.75667	0.15421	-0.062744	0.060683	-0.17155	0.024164	-0.093508	0.15931	-0.0015671	0.013754	0.083265	0.093902	-0.1218	0.13166	-0.083015	0.20584	0.016929	0.11811	-0.052462	0.14948	0.018157	0.054772	0.14076	0.19776	-0.0025928	0.030687	0.065314	-0.044383
0.2874	-0.057652	0.14449	-0.15247	0.059506	-0.042298	0.043903	0.032256	0.024155	-0.076677	-0.02554	-0.16335	3.5408	-4.4536	-0.026752	-0.12937	-0.099952	-0.17487	0.013808	-0.050984	0.063387	-0.26345	0.15705	-0.076789	0.20847	-0.15154	-0.077973	0.065181	0.11135	-0.11736	0.027665	-0.024636	0.14793	-0.068647	0.30298	-0.012106	-0.15678	-0.53557	0.010459	-0.21901
0.16305	0.11388	0.13655	-0.03056	0.15465	0.014908	0.16846	-0.07502	0.23754	0.043918	0.27511	-0.0087912	0.25406	0.23579	0.18889	-0.059357	0.16225	-0.019789	0.024824	0.071182	0.085116	-0.028563	0.046169	0.082422	-0.60534	-0.058118	0.24523	-0.16155	0.11002	0.03156	0.22218	-0.10742	0.11707	-0.055963	0.059777	0.016617	-0.0037218	0.087379	0.042681	0.06856
0.18778	-0.068817	0.03807	-0.22427	0.20543	-0.15707	0.14823	-0.14156	0.12102	0.021604	0.14465	-0.16627	0.011718	-0.086591	0.14098	-0.18273	-0.044889	-0.16386	-0.084144	-0.036751	0.054417	-0.15001	0.033639	-0.058414	-0.60135	-0.085556	0.17398	-0.25151	0.17951	-0.061048	0.17075	-0.17783	0.083517	-0.2576	0.04652	-0.080675	0.052873	-0.094028	0.088989	-0.11901
0.092312	0.043996	-0.10558	-0.1348	0.014355	0.011754	-0.014712	0.023763	0.057764	0.14863	-0.033824	-0.048715	-0.32327	0.016279	-0.033683	-0.11293	-0.18735	-0.06973	-0.22042	-0.015484	-0.040632	-0.083443	-0.040898	-0.00051401	-0.56364	0.0061145	0.023082	-0.077349	0.054473	0.0080861	0.029257	0.040444	0.028352	0.019173	0.00055068	0.045865	-0.13501	-0.075506	-0.0049412	-0.055569
0.12944	0.2137	-0.032252	0.1008	0.05121	0.17007	-0.05668	0.25912	0.060225	0.35285	-0.10086	0.19145	-0.51199	0.23092	-0.067367	0.12393	-0.19128	0.089801	-0.12888	0.27644	-0.037329	0.13824	-0.018099	0.19638	-0.41131	0.22934	0.048675	0.15238	0.056272	0.24366	0.033835	0.27624	0.039382	0.16974	0.094454	0.29958	-0.10627	0.07995	-0.024496	0.072495
