2.2038	1.3031	7.9529
2.2431	1.3237	7.7956
2.297	1.3603	8.2971
2.0096	1.1927	7.2649
2.0861	1.2309	7.6233
1.8598	1.103	6.7257
1.9557	1.1567	7.089
2.2563	1.3306	7.9996
2.2591	1.3238	7.9429
2.241	1.3096	7.8861
2.154	1.2635	7.7505
2.2041	1.3033	7.9521
2.0983	1.217	7.3361
2.1691	1.2844	7.8306
2.1239	1.2016	7.3581
1.7878	1.0654	6.4934
2.3688	1.3991	8.5279
1.948	1.1524	7.0316
2.6282	1.5459	9.2673
2.7774	1.6365	9.9129
