0.98721	-0.013574	-0.15887
0.014964	0.99986	0.0075541
0.15875	-0.0098348	0.98727
0.96958	-0.050777	-0.23944
-0.035943	0.9381	-0.34449
0.24211	0.34262	0.90774
0.99685	0.034249	-0.071568
-0.030142	0.99788	0.057699
0.073392	-0.05536	0.99577
0.98078	0.035209	-0.19192
-0.0256	0.9983	0.052324
0.19343	-0.046405	0.98002
0.99277	-0.022939	-0.11782
0.05853	0.94948	0.30833
0.10479	-0.31299	0.94396
0.9804	0.0049566	-0.19694
-0.0055139	0.99998	-0.0022813
0.19693	0.0033225	0.98041
0.97634	-0.19722	-0.088693
0.18754	0.97644	-0.10677
0.10766	0.087612	0.99032
0.99251	-0.024592	-0.11969
-0.0061844	0.96817	-0.2502
0.12203	0.24907	0.96077
0.92945	0.032766	-0.36749
-0.01213	0.99822	0.058324
0.36875	-0.049752	0.9282
0.9281	0.011179	-0.37216
0.0060367	0.99897	0.04506
0.37228	-0.044067	0.92707
0.98808	-0.14	0.063954
0.15048	0.966	-0.21025
-0.032344	0.21737	0.97555
0.98649	-0.012524	-0.16337
0.013968	0.99987	0.0076947
0.16325	-0.0098727	0.98654
0.88567	-0.002469	-0.46431
0.021369	0.99914	0.035449
0.46382	-0.041318	0.88496
0.98506	-0.15099	-0.082803
0.15505	0.98688	0.045066
0.074913	-0.057232	0.99555
0.99327	0.020137	0.11403
-0.028847	0.99675	0.07526
-0.11214	-0.078043	0.99062
0.98074	-0.0025239	-0.19531
0.015266	0.99785	0.063764
0.19473	-0.065518	0.97867
0.98249	0.01083	-0.18599
0.0018309	0.9977	0.067765
0.1863	-0.066919	0.98021
0.98443	-0.018777	-0.17479
0.014598	0.99958	-0.025168
0.17519	0.022225	0.98428
0.957	0.0019404	-0.29007
-0.040905	0.99089	-0.12833
0.28718	0.13467	0.94836
0.99428	-0.087305	-0.061561
0.073986	0.97847	-0.19269
0.077059	0.18704	0.97933
0.98572	-0.01345	-0.16787
0.016244	0.99975	0.015277
0.16762	-0.017786	0.98569
0.96752	-0.050308	-0.24774
-0.038562	0.93916	-0.34131
0.24984	0.33978	0.90671
0.99604	0.034467	-0.081946
-0.029032	0.99736	0.066614
0.084026	-0.063971	0.99441
0.97883	0.035656	-0.20154
-0.024151	0.99795	0.059259
0.20324	-0.053138	0.97769
0.99126	-0.022492	-0.12998
0.062303	0.94835	0.31105
0.11627	-0.31643	0.94146
0.97852	0.0054324	-0.20606
-0.0047005	0.99998	0.0040416
0.20608	-0.0029862	0.97853
0.97553	-0.1971	-0.097416
0.18723	0.97702	-0.10186
0.11525	0.081128	0.99002
0.99159	-0.024321	-0.12709
-0.0078337	0.96909	-0.24658
0.12916	0.2455	0.96075
0.92623	0.033293	-0.37549
-0.010445	0.99798	0.06272
0.37682	-0.054171	0.9247
0.92499	0.011615	-0.37982
0.0076575	0.99876	0.049192
0.37992	-0.04841	0.92375
0.98848	-0.14005	0.057412
0.14903	0.96678	-0.20768
-0.02642	0.21385	0.97651
0.98496	-0.012381	-0.17231
0.015267	0.99976	0.015428
0.17208	-0.017827	0.98492
0.88215	-0.0020795	-0.47097
0.022903	0.999	0.038488
0.47042	-0.044739	0.88131
0.98397	-0.1509	-0.095018
0.15626	0.98636	0.051773
0.085909	-0.065792	0.99413
0.99481	0.019798	0.099774
-0.028107	0.99619	0.082567
-0.097759	-0.084943	0.99158
0.97863	-0.0021316	-0.20563
0.017017	0.99736	0.070647
0.20493	-0.072636	0.97608
0.98063	0.011089	-0.19556
0.003623	0.9972	0.074712
0.19584	-0.073973	0.97784
0.9829	-0.01854	-0.18321
0.015375	0.99971	-0.018681
0.18351	0.015545	0.9829
0.95473	0.0022917	-0.29747
-0.041275	0.99132	-0.12484
0.2946	0.13146	0.94653
0.99381	-0.087298	-0.06869
0.072834	0.97899	-0.19043
0.083872	0.18425	0.97929
0.98721	-0.013574	-0.15887
0.014964	0.99986	0.0075541
0.15875	-0.0098348	0.98727
0.96958	-0.050777	-0.23944
-0.035943	0.9381	-0.34449
0.24211	0.34262	0.90774
0.99685	0.034249	-0.071568
-0.030142	0.99788	0.057699
0.073392	-0.05536	0.99577
0.98078	0.035209	-0.19192
-0.0256	0.9983	0.052324
0.19343	-0.046405	0.98002
0.99277	-0.022939	-0.11782
0.05853	0.94948	0.30833
0.10479	-0.31299	0.94396
0.9804	0.0049566	-0.19694
-0.0055139	0.99998	-0.0022813
0.19693	0.0033225	0.98041
