0.94808	0.059567	-0.31242
0.066175	0.92386	0.37697
0.31108	-0.37807	0.87195
0.99575	0.079902	-0.045754
-0.088349	0.96907	-0.23043
0.025926	0.2335	0.97201
0.96048	-0.078623	-0.26701
0.10478	0.99084	0.085163
0.25787	-0.10978	0.95992
0.97163	-0.10786	-0.21046
0.12475	0.98981	0.068657
0.20091	-0.092965	0.97519
0.99708	-0.031449	-0.069608
0.026052	0.99668	-0.077127
0.071803	0.075088	0.99459
0.9401	0.097317	-0.32672
0.071351	0.88099	0.46772
0.33335	-0.46302	0.82127
0.92131	0.14544	-0.36061
0.11635	0.7818	0.61257
0.37102	-0.60632	0.70336
0.98356	0.12379	-0.13146
-0.0036968	0.74167	0.67076
0.18053	-0.65924	0.72994
0.99538	0.08229	-0.049503
-0.08562	0.99391	-0.069391
0.043491	0.073309	0.99636
0.99617	0.062223	0.06135
-0.055841	0.99334	-0.10075
-0.067211	0.096936	0.99302
0.99187	0.054693	0.11486
-0.019293	0.9571	-0.28912
-0.12575	0.28456	0.95038
