-0.040136	0.65135	-0.10655	0.17419	-0.71239	-0.067752	-0.21754	-0.34053	0.30242	0.21861	-0.26249	0.40506	-0.12932	0.57368	0.29692	0.48908	0.20769	0.3735	0.2949	0.22788	-0.077709	0.36942
-0.011196	0.20828	0.21287	-0.20184	-0.11429	0.12178	-0.11642	-0.32153	0.21358	0.12339	-0.11345	-0.020811	-0.21882	0.020817	-0.0028187	-0.25668	0.22089	0.31601	0.25437	0.13695	-0.073896	0.23527
0.05954	0.35187	0.15597	-0.22347	-0.077539	0.1832	-0.13081	-0.036453	0.034889	0.3135	-0.47146	0.34445	-0.51322	0.22795	-0.39318	-0.10337	0.078511	0.46567	0.16861	0.30859	0.016528	0.26189
1.3515	-1.0165	0.086039	0.21336	-0.12921	0.10985	0.014586	0.12027	0.048003	0.54277	-0.14067	-0.20691	-0.22327	-0.36756	-0.55517	-0.85162	0.050062	0.7623	0.12945	0.64484	0.015468	0.48879
0.5301	-0.47361	0.61863	0.30998	0.63137	-0.27163	-0.11176	0.10415	0.078395	0.49036	-0.040504	-0.60418	-0.014556	-1.1231	-0.91911	-0.67652	-1.3761	-0.69676	0.017819	0.36038	0.047287	0.15089
-0.26585	0.6776	-1.2027	-0.2463	-0.046875	-0.10236	-0.24535	0.54748	0.042463	0.59364	-0.14461	-0.20842	-0.32522	-0.50219	1.3814	1.5526	-0.32599	0.82132	-0.65928	0.48591	-0.012527	0.10079
-1.3954	1.6447	-0.31252	0.87581	0.13661	0.83895	2.0962	1.2721	-0.21841	0.57911	-0.76991	0.61956	-0.99766	0.53377	-1.7239	0.42323	-0.37737	0.6666	-1.0252	0.50694	0.10759	-0.060719
0.74052	0.21127	-0.34428	-0.50818	0.015558	-0.16967	-0.050357	-0.36188	0.25087	0.14034	0.31657	0.00051373	0.43718	0.12852	0.54025	-0.11429	0.22618	0.34734	0.34034	0.30018	-0.14601	0.37467
0.85429	0.42	0.41061	-0.029312	0.076847	0.090531	-0.11203	-0.41564	0.095842	0.0026761	-0.29879	-0.03375	-0.10039	0.12027	0.019504	0.0052628	0.13024	0.061471	0.23429	0.028655	-0.17604	0.011936
0.43122	0.11694	0.0035065	-0.17644	-0.2934	-0.093939	-0.050201	-0.10353	0.0065145	0.23759	-0.18773	0.17451	-0.23552	0.11791	-0.18833	-0.11801	0.09383	0.32283	0.078034	0.30047	-0.14872	0.25987
0.92793	-0.17155	-0.0084296	0.40255	-0.10828	-0.26217	0.2892	0.089305	0.080941	0.43903	0.16828	-0.36391	0.15497	-0.72604	-0.23808	-0.94439	0.13469	0.54517	0.21545	0.58191	-0.042581	0.40847
1.0481	-1.1722	0.066422	0.075167	0.38529	-0.3334	0.06042	0.093066	0.094798	0.3291	0.28567	-0.6683	0.42694	-1.1801	-0.66525	-0.61588	-0.16736	0.47824	-0.13566	0.28914	-0.029661	0.11165
0.93523	-0.65401	-0.15186	0.13516	0.79128	0.25762	0.14842	0.26268	0.0013484	0.44331	0.47846	-0.95091	0.55676	-1.5294	-0.76965	-0.85231	-0.0027782	0.5551	-0.16319	0.41898	0.024065	0.2528
-0.62386	1.19	0.022153	-0.23146	-0.20862	0.51551	-1.9799	1.3038	-0.28899	0.3605	-0.35819	0.36363	-0.503	0.21261	-1.2563	0.28544	-0.34271	0.43047	-0.80667	0.46371	-0.011038	-0.13722
0.90283	0.37652	-0.35255	-0.65874	0.30514	0.030864	-0.0067914	-0.27033	0.46622	-0.13838	0.25667	0.14928	0.45752	0.32829	0.5289	0.28264	0.27872	-0.0032228	0.453	0.071787	-0.12879	-0.17772
0.35794	0.20327	0.45276	0.026871	0.036353	-0.17276	0.024825	-0.45357	0.33107	-0.26456	-0.089108	0.1849	-0.1226	0.43048	0.12029	0.41248	0.21086	-0.17046	0.26048	-0.23278	-0.090522	-0.26711
0.87891	-0.025425	0.48034	1.1515	-0.037563	0.36301	0.28282	-0.13536	0.20062	0.094779	0.19827	-0.15807	0.29603	-0.2839	0.18719	-0.47211	0.29564	0.26292	0.24872	0.2066	-0.091629	0.25635
0.81741	-0.35721	0.46333	0.21419	-0.10391	-0.080705	0.31781	-0.055485	-0.10243	0.29768	0.35501	-0.52555	0.39077	-0.86797	-0.0075602	-1.3747	0.082421	0.42511	0.036593	0.42535	-0.14015	0.42997
1.5327	-1.3954	0.084051	0.82226	0.18339	-0.78143	0.50055	-0.1662	-0.0234	0.20405	0.75213	-1.1357	0.96618	-1.948	3.4248	1.0708	0.26699	0.37937	0.21118	0.41293	0.036173	0.55793
1.5429	-1.7481	-0.082488	0.50282	0.52875	-0.4623	0.59678	-0.057696	-0.080587	0.31727	0.85835	-1.477	1.2672	-2.269	-0.041727	-2.5591	0.19632	0.35557	-0.16873	0.47005	-0.032487	0.54675
0.66487	-0.83228	-0.077101	0.36046	0.62823	0.0013977	1.9385	0.22088	-0.16916	0.090948	0.46687	-0.85076	0.58283	-1.2477	-0.42566	-1.6405	0.00071245	0.11898	-0.0050799	0.021834	0.073525	-0.014725
0.079908	0.8998	0.066166	0.47662	-0.57125	-0.05235	-0.18372	-0.34167	0.19505	-0.19859	-0.022302	0.39903	0.02455	0.77056	0.10769	0.82142	0.037928	-0.21022	0.12275	-0.14228	-0.22808	-0.26767
-0.05113	0.37473	-0.054527	-0.88707	-0.097893	-0.11263	-0.1355	-0.3985	0.14866	-0.33266	-0.2338	0.29558	-0.21214	0.50132	0.0064266	0.42709	0.11357	-0.34007	0.049711	-0.41434	-0.20663	-0.36753
-13.662	-5.1518	-0.057719	0.0036872	0.0047791	-0.0037475	0.063501	-0.10937	0.019868	-0.0080196	-0.12154	0.085412	-0.046852	0.094472	-0.006294	-0.26679	-0.053253	0.090643	-0.0035913	-0.013375	-0.28136	0.10431
0.10431	0.32024	0.31384	0.21378	-0.30225	0.75383	0.05606	-0.003413	-0.10316	0.14072	-0.048896	0.059646	-0.069939	-0.034037	-0.04736	-0.58504	-0.11106	0.10656	-0.13185	0.065724	-0.21354	0.13445
0.81255	-0.14999	0.03265	0.18359	-0.23933	-0.31298	0.17154	-0.042996	-0.099069	0.050895	0.069269	-0.17523	0.092214	-0.31122	-0.088236	-0.73728	-0.064242	0.074559	-0.17831	0.0088483	-0.15934	-0.00057342
0.54112	-0.58776	-0.0010788	0.83611	0.13012	0.083859	0.21577	0.11209	-0.25092	0.2385	0.13035	-0.31191	0.33112	-0.5847	-0.1401	-0.9298	-0.13197	0.16655	-0.30319	0.071984	-0.16033	0.07243
1.0792	-1.345	-0.44788	0.58155	0.36616	-0.77974	-1.1547	0.022344	-0.34898	-0.078454	0.63471	-1.0342	-0.89753	-1.424	-0.078087	-1.9753	-0.070594	-0.30983	-0.055969	-0.24345	-0.098987	-0.096661
0.27337	1.7305	-0.17148	-0.52168	-0.16869	0.28281	0.070061	-0.29166	0.47461	-0.36591	0.0085746	0.79787	-0.13371	1.3877	0.31916	1.547	0.44074	-0.35701	0.53781	-0.38376	0.14265	-0.39409
-0.15413	0.84702	0.26663	-0.23954	-0.33873	-0.19564	-0.10967	-0.41574	0.33547	-0.39415	-0.13805	0.62401	-0.35633	1.0605	0.15791	1.1382	0.21544	-0.55831	0.39104	-0.59382	0.11145	-0.63893
-3.9655	-1.7327	-0.34437	0.36457	-0.21181	0.36593	0.15454	-0.13378	0.25427	-0.20439	-0.034715	0.44783	-0.1339	0.79794	0.24072	0.63955	0.23661	-0.19743	0.26501	-0.31402	0.084609	-0.25951
0.064803	1.0166	-0.11675	0.25422	-0.32388	-0.12119	-0.021073	-0.0012806	-0.048026	-0.047605	-0.13159	0.32554	-0.25459	0.57766	0.0017313	0.16611	-0.023566	-0.15289	-0.077129	-0.093077	-0.09206	-0.10359
-0.33409	1.1942	0.031346	-0.48969	-0.52148	0.27264	-0.16086	0.14919	-0.14193	-0.019812	-0.41901	0.82129	-0.65526	1.3482	-0.15217	1.0546	-0.092106	-0.2756	0.028001	-0.29901	-0.074705	-0.57555
-0.26754	1.1132	-0.10951	-0.28557	-0.77574	0.14046	-0.035621	0.25243	-0.24727	0.17842	-0.31256	0.96168	-0.46874	1.3059	-0.18446	0.94795	-0.24079	-0.069459	-0.060787	-0.10237	-0.013161	-0.51656
0.28382	-0.093718	0.14663	-0.54089	0.59222	0.3609	0.73281	-0.29137	-0.41426	-0.13539	0.072524	0.085255	0.20203	0.32578	-0.032438	-0.15731	-0.24523	-0.46474	-0.18334	-0.15833	0.065566	-0.55737
-0.83846	2.0262	0.039812	-0.39864	0.37017	0.0066213	-0.066391	-0.14524	0.31138	-0.36991	-0.21281	0.77866	-0.27647	1.3817	-0.045679	1.4601	0.23474	-0.43218	0.407	-0.34101	0.17094	-0.53763
-0.51654	1.6418	-0.018515	-0.45045	0.20408	-0.15526	-0.22556	-0.27953	0.2258	-0.51316	-0.30884	0.49222	-0.43487	1.0287	-0.031571	1.1174	0.19454	-0.68477	0.34986	-0.71827	0.15335	-0.74507
-0.73051	1.2683	0.87061	-1.1362	0.062221	-0.090557	-0.029599	-0.11588	0.26662	-0.22912	-0.23021	0.63883	-0.45206	1.1374	-0.045933	1.169	0.048553	-0.43464	0.22532	-0.42465	0.062183	-0.45863
-0.20266	0.82996	-0.19007	-0.0058514	-0.26707	-0.21698	0.13548	-0.037871	-0.0073008	-0.089903	-0.11776	0.39053	-0.25056	0.74495	-0.3163	-0.17282	-0.070589	-0.20896	0.066926	-0.2771	0.023424	-0.2954
-0.30775	0.88674	-0.15625	-0.53	-0.32179	0.44684	-0.10993	0.024329	-0.12124	-0.12692	-0.38951	0.91298	-0.62192	1.5193	0.052147	1.3563	-0.13438	-0.38316	0.13378	-0.39131	0.069557	-0.53014
0.26368	0.63446	0.079644	-0.20274	0.083312	0.64499	0.07989	0.12249	-0.20199	0.05929	-0.022765	0.55219	2.0892	2.1912	0.22785	0.57433	-0.31014	-0.25873	-0.032489	-0.024606	0.051675	-0.25942
-0.39539	0.73791	-0.030786	-0.39024	0.067411	-0.038562	-0.22541	-0.22765	-0.3526	-0.12346	-0.28776	0.96438	-0.27872	1.4506	0.12902	1.1538	-0.3339	-0.55132	-0.062712	-0.2083	0.11251	-0.81178
-0.078228	2.184	0.5065	0.0029619	0.32912	0.13828	0.098969	0.013871	0.55846	-0.42702	0.12153	0.57177	0.062968	0.90352	0.0060084	1.0774	0.37649	-0.37672	0.67159	-0.32774	0.54791	-0.48524
-0.473	1.9848	0.10593	-0.60379	0.22521	-0.2974	0.21116	-0.26448	0.49121	-0.4249	0.21869	0.17287	0.054919	0.38442	0.23909	0.72264	0.34432	-0.60811	0.61222	-0.53456	0.45484	-0.6243
-0.72151	1.179	-0.28012	-0.055773	0.44411	-0.27499	0.3794	-0.10648	0.31578	-0.076198	0.27516	-0.039295	0.19771	0.12886	0.3025	0.45204	0.21801	-0.32428	0.41215	-0.25041	0.32205	-0.058705
-0.46177	0.86226	-0.52191	-0.15575	-0.23587	-0.078311	0.14216	0.015141	0.13758	-0.13243	-0.12026	0.35565	-0.2365	0.84524	0.098128	1.0552	-0.10068	-0.38555	0.22651	-0.24882	0.15621	-0.14494
-0.39699	0.97495	0.025025	-0.54203	-0.19535	0.083356	-0.06072	0.10247	0.0611	-0.18357	-0.32273	0.81313	-0.51986	1.3615	0.25808	1.371	-0.13472	-0.50964	0.21532	-0.36961	0.13747	-0.3112
