0.0007213	0.00060727	8.1658e-05
0.00071061	0.00062202	7.9519e-05
0.00074317	0.00057405	8.5522e-05
0.00069307	0.00059336	8.1253e-05
0.00065501	0.00058764	8.8327e-05
0.00074328	0.0006172	8.2053e-05
0.00058936	0.00051624	9.0865e-05
0.00066622	0.00053364	9.1294e-05
0.00050952	0.00045176	0.00010749
0.00043612	0.00043872	0.00010179
0.00050531	0.0004417	9.7382e-05
0.0005002	0.00043207	9.6404e-05
0.00056899	0.00047737	9.5941e-05
0.00059774	0.00049893	9.9365e-05
0.0006067	0.00050238	9.4322e-05
0.00052885	0.00044849	9.0203e-05
0.000573	0.00049138	9.2227e-05
0.00058087	0.00046159	7.7577e-05
